file,address,status,coords
knowledge/excursions/dombay.md,"""Домбай, Карачаево-Черкесия (выезд из Пятигорска, через Теберду)""",skip_has_coords,"[43.290498, 41.6269204]"
knowledge/excursions/dzhily-su.md,"""урочище Джилы-Су, северное подножье Эльбруса, Кабардино-Балкария (выезд из Пятигорска)""",skip_has_coords,"[43.4354838, 42.5380368]"
knowledge/excursions/golubye-ozera.md,"""Черекское ущелье, Кабардино-Балкария (выезд из Пятигорска)""",skip_has_coords,"[43.2280822, 43.5625022]"
knowledge/excursions/prielbrusye.md,"""Приэльбрусье, Кабардино-Балкария (выезд из Пятигорска)""",skip_has_coords,"[43.3712621, 42.571353]"
knowledge/history/alyabyev-dom.md,"""угол улиц Соборной и Буачидзе (Соборная ул., 18 / Буачидзе ул., 1 — один и тот же угловой дом), Пятигорск, Ставропольский край""",fail_not_found,
knowledge/history/bela-skulptura.md,"""Емануелевский парк, Пятигорск, Ставропольский край""",skip_has_coords,"[44.040377, 43.085176]"
knowledge/history/chasha-slyoz.md,"""сквер имени В.И. Ленина, Пятигорск, Ставропольский край""",skip_has_coords,"[44.040247, 43.076098]"
knowledge/history/divo-divnoe-muzey-sssr.md,"""просп. Кирова, 25 (эт. 2), Пятигорск, Ставропольский край""",skip_has_coords,"[44.0363859, 43.0795587]"
knowledge/history/eolova-arfa-besedka.md,"""Емануелевский парк, Пятигорск, Ставропольский край""",skip_has_coords,"[44.040299, 43.086827]"
knowledge/history/ermolov-pamyatnik.md,"""улица Лермонтова, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0407418, 43.0775725]"
knowledge/history/ermolovskie-vanny.md,"""просп. Кирова, 21, стр. 3, Пятигорск""",skip_has_coords,"[44.036788, 43.0825832]"
knowledge/history/exotarium.md,"""просп. Кирова, 18, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0377137, 43.0835264]"
knowledge/history/georgiya-pobedonostsa-tserkov.md,"""гора Бештау (территория монастыря), городской округ Лермонтов, Ставропольский край""",skip_has_coords,"[44.095195, 43.0337358]"
knowledge/history/grot-diany.md,"""парк «Цветник», Пятигорск, Ставропольский край""",skip_has_coords,"[44.0367233, 43.08122]"
knowledge/history/grot-lermontova.md,"""пр. Кирова, 1а, Пятигорск (Академическая галерея)""   # из открытых источников (Википедия, 2ГИС), на месте не сверено",skip_has_coords,"[44.0398134, 43.0880234]"
knowledge/history/kisa-vorobyaninov-skulptura.md,"""парк «Цветник», Пятигорск, Ставропольский край""",skip_has_coords,"[44.0367233, 43.08122]"
knowledge/history/knyazhna-meri-skulptura.md,"""Емануелевский парк, Пятигорск, Ставропольский край""",skip_has_coords,"[44.040553, 43.085124]"
knowledge/history/kraevedcheskiy-muzey.md,"""ул. Братьев Бернардацци, 2, Пятигорск""",skip_has_coords,"[44.0362785, 43.0798875]"
knowledge/history/lenin-pamyatnik-vechny-ogon.md,"""сквер имени В.И. Ленина, Пятигорск, Ставропольский край""",skip_has_coords,"[44.040182, 43.075486]"
knowledge/history/lermontov-domik.md,"""ул. Лермонтова, 4, Пятигорск, 357501""",skip_has_coords,"[44.0402085, 43.0785764]"
knowledge/history/lermontovskie-vanny.md,"""просп. Кирова, 21, Пятигорск""",skip_has_coords,"[44.036788, 43.0825832]"
knowledge/history/maksim-maksimych-skulptura.md,"""Емануелевский парк, Пятигорск, Ставропольский край""",skip_has_coords,"[44.040062, 43.085131]"
knowledge/history/mashuk-kanatka.md,"""бульвар Гагарина, 2, Пятигорск (нижняя станция)""   # из открытых источников (2ГИС, КП), на месте не сверено",skip_has_coords,"[44.0403602, 43.0890777]"
knowledge/history/mesto-dueli-lermontova.md,"""склон горы Машук, Пятигорск, Ставропольский край""",skip_has_coords,"[44.059189, 43.077024]"
knowledge/history/mihalkov-pamyatnik.md,"""бульвар Гагарина, Пятигорск, Ставропольский край""",skip_has_coords,"[44.043334, 43.0819693]"
knowledge/history/nekropol.md,"""ул. Пастухова, 1, Пятигорск""   # из открытых источников (tonkosti.ru, Яндекс.Карты), на месте не сверено",skip_has_coords,"[44.0452437, 43.0751314]"
