file,address,status,coords
knowledge/auto/moyka-robot-mira.md,"""ул. Мира, 155а, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0403517, 43.0441023]"
knowledge/auto/pit-stop-shinomontazh.md,"""Первомайская улица, 83 ст2, Пятигорск, Ставропольский край""",skip_has_coords,"[44.029523, 43.0584246]"
knowledge/auto/proshine-deteyling.md,"""Краснознамённая улица, 5, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0487043, 43.0379639]"
knowledge/auto/robot-moyka-ermolova.md,"""ул. Ермолова, 14в/1, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0520023, 42.9951192]"
knowledge/auto/romanov-autolab.md,"""Лермонтовский разъезд, 43, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0640128, 43.0606355]"
knowledge/auto/shod-razval-ermolova.md,"""ул. Ермолова, 22/1, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0457333, 43.0152716]"
knowledge/auto/slk-deteyling.md,"""Теплосерная улица, 146 ст1, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0372392, 43.0962131]"
knowledge/beauty/barber-i-barbi.md,"""Февральская ул., 60, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0385723, 43.0350146]"
knowledge/beauty/chernaya-kost-barbershop.md,"""просп. Кирова, 51А, Пятигорск, Ставропольский край""",skip_has_coords,"[44.035475, 43.0591942]"
knowledge/beauty/clay-esthetic.md,"""просп. Калинина, 59, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0666401, 43.0744567]"
knowledge/beauty/marikom-spa.md,"""Октябрьская ул., 3, этаж 3, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0371649, 43.0744007]"
knowledge/beauty/massazh-spa-lenina.md,"""площадь Ленина, 13, этаж 6, Пятигорск, Ставропольский край""",skip_has_coords,"[44.040837, 43.0734077]"
knowledge/beauty/nulevaya-gravitatsiya.md,"""Университетская ул., 4, Пятигорск, Ставропольский край""",skip_has_coords,"[44.038504, 43.0723104]"
knowledge/beauty/telo-massazhny-salon.md,"""ул. Акопянца, 2, Пятигорск, Ставропольский край""",skip_has_coords,"[44.043564, 43.0674929]"
knowledge/degustatsii/vina-praskovei.md,"""флагманская точка: ул. Карла Маркса, 1, Пятигорск; сеть из нескольких точек по городу (см. таблицу)""",skip_has_coords,"[44.03736, 43.0790615]"
knowledge/entertainment/another-worlds-quest.md,"""ул. Октябрьская, 17, 2 этаж (ТЦ «Новый Арбат»), Пятигорск, Ставропольский край""",skip_has_coords,"[44.0373112, 43.0731903]"
knowledge/entertainment/daki-restoklub.md,"""Октябрьская ул., 17, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0373112, 43.0731903]"
knowledge/entertainment/darksayd-bowling.md,"""ул. Панагюриште, 2, ТЦ «Университи Молл», цокольный этаж, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0540515, 43.0638833]"
knowledge/entertainment/eureka-quest.md,"""Октябрьская ул., 8, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0374625, 43.0722507]"
knowledge/entertainment/tochka-bar.md,"""ул. Коста Хетагурова, 23, Пятигорск, Ставропольский край""",skip_has_coords,"[44.0399262, 43.0665855]"
knowledge/excursions/arhyz.md,"""Архыз, Карачаево-Черкесия (выезд из Пятигорска)""",skip_has_coords,"[43.5630635, 41.2803847]"
knowledge/excursions/bermamyt.md,"""плато Бермамыт, Карачаево-Черкесия (выезд из Пятигорска, через гору Баран)""",skip_has_coords,"[43.595978, 42.496066]"
knowledge/excursions/chegemskie-vodopady.md,"""Чегемское ущелье, Кабардино-Балкария (выезд из Пятигорска)""",skip_has_coords,"[43.4037982, 43.09155]"
